Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
24,2,1,2,9,1,23,7,5,2,2,0,0,1,1,4,2,0,4
51,0,6,3,17,0,26,3,1,2,0,0,2,1,1,5,1,0,1
36,3,6,0,34,1,49,13,5,1,0,0,1,3,1,3,1,2,0
37,2,1,6,7,2,26,9,1,1,1,0,1,2,2,5,2,1,3
28,0,0,6,6,1,31,1,1,1,2,1,1,3,2,1,2,1,5
40,1,5,1,26,0,40,9,3,0,0,1,1,3,0,3,2,1,4
54,3,3,5,10,1,29,14,1,1,1,1,0,4,0,3,1,2,3
41,1,6,1,13,0,30,6,4,1,1,0,1,3,0,2,1,2,1
46,3,0,0,32,2,56,13,4,2,2,0,0,1,2,1,2,1,0
49,2,5,0,26,2,28,2,1,1,0,0,0,3,0,2,2,0,5
47,3,1,4,27,0,31,1,2,0,1,1,1,5,1,1,0,2,0
49,3,6,2,7,2,49,4,2,0,2,0,1,4,0,2,2,1,0
59,0,0,4,32,0,24,7,4,0,3,1,0,3,0,5,1,1,2
37,2,1,5,21,0,38,2,5,1,2,1,2,4,0,3,1,0,4
37,0,1,1,7,2,32,6,3,1,2,0,0,1,0,4,2,0,4
24,3,3,0,31,0,59,15,1,1,3,1,0,5,2,4,0,2,5
42,2,5,5,7,1,39,13,2,0,2,1,1,4,0,2,1,1,4
56,2,5,0,28,2,23,5,5,2,3,0,0,4,1,1,1,0,2
33,1,3,2,14,1,31,11,1,2,2,0,0,2,2,5,0,2,4
22,0,4,1,20,1,41,9,2,0,0,1,1,4,2,3,2,2,5
32,0,2,2,19,2,37,2,1,1,3,0,2,2,2,2,0,1,0
56,2,3,0,30,2,37,10,2,2,1,1,0,5,0,5,2,1,2
36,1,5,5,11,0,28,7,5,0,0,1,2,3,1,1,2,0,2
45,2,3,1,23,2,59,15,5,1,1,1,1,4,2,5,1,1,2
60,2,3,1,1,0,57,15,2,2,3,0,0,2,1,4,1,2,5
59,3,4,3,7,0,53,0,4,1,0,0,0,1,1,3,0,2,0
39,0,6,2,6,2,26,0,1,2,2,0,2,4,1,2,0,0,3
58,1,0,3,6,1,25,15,2,0,3,1,1,1,0,2,1,0,5
42,2,6,6,28,2,21,7,4,2,3,0,2,4,2,3,2,0,0
53,0,4,1,15,2,59,1,2,1,2,0,2,4,2,1,2,1,4
41,1,0,0,30,1,48,2,4,2,3,1,1,5,0,1,1,0,5
59,3,3,6,13,0,38,6,3,0,2,0,1,5,0,5,2,2,2
28,0,3,6,14,2,37,9,5,2,1,1,1,5,0,1,1,2,1
37,1,5,2,31,0,28,13,2,1,1,0,0,5,0,3,2,2,5
27,1,2,3,26,2,33,8,4,2,1,1,2,3,0,2,1,0,3
49,1,4,3,33,0,51,15,5,2,2,0,0,1,1,2,0,0,0
26,2,1,6,5,2,44,6,3,2,1,0,0,2,1,2,2,1,2
31,0,6,3,29,0,42,9,2,0,1,0,0,4,0,1,0,0,5
39,3,1,5,10,2,52,2,1,2,3,1,2,1,2,2,0,2,0
34,1,2,5,13,2,24,2,5,1,2,0,2,1,0,1,2,2,1
42,0,0,4,32,0,40,15,4,1,3,1,0,1,0,3,0,2,5
22,2,0,5,10,2,53,1,4,0,3,0,1,4,2,5,2,2,3
25,3,5,1,6,0,45,1,5,2,3,0,1,4,0,2,0,0,4
59,3,0,2,29,2,38,8,4,2,3,1,0,3,0,3,1,2,3
46,2,2,0,11,1,24,12,4,1,2,0,0,1,2,4,2,1,2
51,0,0,3,4,0,31,14,3,0,3,0,2,2,0,5,0,0,4
60,2,4,6,32,2,59,6,4,2,2,0,1,2,0,5,1,0,5
47,2,3,3,19,0,58,15,4,1,3,1,0,5,1,3,2,2,4
56,1,3,1,21,0,28,2,3,0,0,0,2,3,2,2,0,0,0
48,2,4,4,19,1,33,0,2,2,0,0,2,3,2,3,1,2,5
40,3,5,0,11,2,56,9,2,2,0,0,1,3,1,5,1,2,5
25,1,2,1,24,1,32,12,2,1,1,0,1,3,0,4,1,1,3
34,0,6,3,26,0,38,10,1,0,0,0,0,4,2,5,1,0,4
59,3,0,3,32,0,43,15,2,2,3,0,0,3,0,3,0,0,3
54,3,1,5,10,1,36,5,3,1,2,0,1,3,0,1,2,1,2
44,1,0,6,9,2,57,1,5,2,1,0,0,1,0,5,2,0,0
25,1,3,6,18,0,55,15,3,2,2,0,0,1,0,2,0,0,3
57,2,2,0,5,0,37,5,4,1,1,0,2,3,0,3,0,1,1
44,1,5,4,29,1,22,15,5,1,2,0,2,4,1,2,2,2,5
29,1,0,3,15,1,40,1,5,0,1,0,1,5,2,1,0,1,5
43,3,6,4,34,1,36,9,5,1,2,1,0,1,2,3,2,0,1
48,3,6,0,16,0,57,2,4,1,2,0,1,4,2,5,0,2,5
31,0,5,6,34,2,52,1,5,2,0,0,1,4,0,3,1,0,2
49,2,5,4,17,0,54,10,3,2,1,0,0,5,0,3,1,2,1
45,2,1,1,11,2,49,14,5,0,2,0,0,4,0,4,0,1,3
52,3,1,2,6,2,30,12,5,2,0,1,1,3,2,5,1,1,5
47,2,6,2,34,0,26,1,5,0,3,0,0,1,2,5,1,2,5
38,2,4,6,7,1,38,15,5,2,2,1,2,1,1,2,2,0,0
36,3,6,1,17,2,27,12,4,0,2,1,0,3,2,4,0,1,0
56,0,2,6,11,0,31,8,5,1,1,1,0,2,1,3,2,1,2
42,0,6,1,34,0,33,11,4,2,2,1,2,2,0,5,0,2,0
41,1,3,2,1,0,48,10,4,0,3,0,0,4,2,1,0,1,2
33,1,6,3,23,0,20,13,2,0,1,0,0,1,2,4,2,0,4
25,0,3,1,25,2,47,0,3,0,2,0,1,3,1,4,2,1,1
36,2,3,1,10,0,40,6,3,0,1,0,0,4,1,1,0,1,4
53,3,3,3,35,2,30,15,1,0,1,0,0,4,0,1,1,1,1
56,1,3,1,18,1,52,0,4,2,3,1,0,3,1,5,2,2,1
51,3,3,1,20,1,48,5,4,0,0,0,0,1,1,1,0,0,1
52,0,6,3,23,2,41,0,5,0,0,1,1,1,1,3,0,2,0
30,0,3,5,19,0,54,7,1,2,2,0,2,5,2,2,2,1,4
28,2,4,1,32,1,41,5,4,1,0,0,2,3,1,2,1,0,4
44,0,3,5,34,0,40,1,1,0,3,1,1,3,1,4,0,2,4
45,2,2,1,12,1,43,9,2,0,2,0,2,5,2,4,1,2,1
23,2,0,0,8,2,55,11,4,2,3,0,1,2,1,3,2,2,3
44,1,0,6,11,2,46,5,1,1,2,0,0,2,2,4,1,2,5
51,3,2,4,22,1,36,14,2,1,1,1,1,3,0,3,1,2,0
26,1,1,3,7,2,54,5,4,0,2,0,2,5,0,2,2,0,0
29,2,5,2,26,2,34,0,4,2,0,0,2,1,2,5,0,0,3
45,0,1,2,20,0,41,15,5,0,3,0,0,3,2,1,0,0,2
49,2,5,6,2,0,53,12,2,2,3,1,1,4,1,3,0,2,5
50,0,6,4,10,1,46,9,4,0,0,0,0,5,0,3,0,2,2
32,2,6,5,23,2,35,1,4,0,0,0,1,1,1,2,0,0,3
28,1,6,0,35,0,44,8,1,2,1,0,0,5,0,3,2,0,0
22,2,2,2,11,2,20,6,2,2,3,0,2,1,0,4,0,1,4
50,3,6,4,22,2,37,10,5,2,0,0,0,1,1,3,2,0,1
31,0,6,3,25,0,57,9,1,0,0,1,0,4,0,4,1,1,5
27,3,3,3,14,0,20,4,4,1,2,0,1,4,2,5,1,1,0
25,1,4,5,5,1,54,6,1,2,1,0,0,4,2,5,0,0,2
43,0,4,1,35,2,53,7,3,2,1,1,2,1,0,1,1,2,0
48,0,4,0,18,0,53,10,2,0,3,0,0,1,1,4,0,0,3
24,2,4,5,15,1,25,13,4,1,2,0,1,5,1,1,0,2,4
30,3,1,4,9,2,28,7,3,1,3,0,0,5,1,2,1,1,0
50,2,4,3,18,1,42,7,3,2,0,0,2,3,2,3,0,0,4
42,3,5,0,8,2,44,11,5,0,0,0,1,2,2,5,2,1,5
50,2,3,5,1,2,23,13,1,2,0,0,1,5,1,3,1,1,3
51,3,2,6,32,1,57,9,3,0,0,1,1,1,2,1,2,0,3
57,1,1,2,8,0,41,0,1,1,3,1,1,5,1,2,0,2,1
29,2,5,2,33,1,42,12,3,0,1,0,2,5,0,5,2,1,4
28,1,5,5,22,2,56,13,2,2,3,0,2,5,1,2,0,0,5
55,2,0,0,16,0,23,13,5,2,2,0,2,5,1,1,0,0,0
59,2,6,2,15,1,58,1,5,2,1,0,0,3,2,2,2,0,1
55,2,1,4,32,1,43,14,1,2,2,1,0,4,1,1,0,0,0
57,1,0,1,16,0,41,11,3,0,3,0,1,2,0,4,2,1,1
43,2,0,3,19,2,33,6,3,1,0,1,0,5,2,2,1,1,3
25,1,0,5,33,0,53,13,4,0,2,1,2,2,2,4,1,0,3
52,2,0,4,22,1,23,5,4,2,0,1,0,3,2,2,2,2,4
49,1,5,3,8,0,21,15,5,2,1,0,2,4,2,3,2,2,0
38,1,6,1,3,2,28,3,3,2,3,1,1,5,0,2,1,0,0
50,2,6,0,19,1,52,10,3,2,3,0,0,3,2,3,2,0,4
33,1,2,4,5,2,38,1,5,2,1,1,0,4,1,2,0,0,4
51,3,5,5,5,1,25,13,4,2,0,1,1,2,0,1,0,2,2
51,2,4,0,24,2,49,13,5,0,0,1,0,3,0,2,2,2,0
58,2,2,1,14,2,37,11,5,0,3,0,1,1,2,3,1,1,0
34,0,2,2,35,2,33,13,4,0,3,0,2,1,0,2,0,0,1
53,2,5,3,11,2,42,9,1,1,2,0,1,3,1,2,2,1,2
59,0,2,6,24,0,42,0,4,1,0,0,2,3,1,1,2,1,3
22,0,0,4,28,1,23,4,4,2,1,1,1,3,0,3,0,0,1
50,3,6,0,34,0,50,10,4,1,1,0,0,2,2,2,0,0,1
30,3,4,4,9,2,37,9,4,1,1,0,2,4,0,4,2,0,1
32,1,1,0,17,1,59,9,4,0,0,0,2,3,0,2,2,1,5
55,3,6,3,10,1,34,3,2,0,2,1,2,5,0,3,0,0,0
52,2,4,2,27,0,59,11,2,2,0,0,0,1,1,4,1,0,2
45,2,3,1,25,0,50,4,1,2,3,0,1,3,2,4,0,1,3
32,1,1,2,31,1,34,6,2,0,0,0,1,3,0,3,2,0,2
44,1,1,6,9,2,27,5,3,0,2,1,1,1,2,1,2,2,3
39,1,4,0,24,0,42,3,4,1,1,0,0,2,2,3,1,1,2
23,0,4,0,5,1,50,9,3,1,0,1,1,1,0,5,0,0,3
42,2,5,1,15,0,41,12,1,0,1,0,1,4,0,4,1,1,5
44,2,6,0,8,2,29,5,3,0,1,0,2,2,2,5,2,2,2
23,1,6,5,29,1,28,1,2,0,1,0,0,4,0,2,1,1,2
34,3,0,5,24,0,20,7,2,1,2,1,0,3,1,3,1,0,1
28,1,3,3,33,0,51,7,1,2,1,1,2,1,2,3,2,0,0
28,0,6,5,34,1,22,7,5,2,0,0,2,2,0,2,1,0,2
23,0,1,0,18,2,54,7,5,0,3,1,2,1,1,2,0,0,1
57,0,5,6,30,0,43,1,1,2,3,1,0,4,0,1,1,1,4
27,3,6,0,9,2,23,15,2,1,3,0,0,3,2,2,1,1,2
35,1,1,4,35,2,41,15,4,1,0,1,2,4,2,4,1,0,2
40,1,6,4,1,0,57,6,3,1,3,0,1,2,2,5,0,2,3
37,2,3,1,3,1,25,8,1,1,0,0,0,2,1,3,2,2,5
59,2,5,6,15,2,35,13,4,2,2,1,0,2,1,2,0,0,1
33,1,0,4,31,0,44,13,3,0,0,0,1,5,2,4,1,0,4
27,1,3,1,27,1,23,10,3,2,0,0,2,4,0,2,2,1,5
42,2,6,2,13,2,32,8,3,2,1,0,1,1,2,2,0,1,0
50,2,5,0,19,2,20,15,5,2,1,0,1,2,2,3,2,1,0
45,0,6,0,20,0,54,9,4,0,3,1,2,4,2,1,0,2,1
45,3,2,0,4,1,44,11,1,2,1,0,2,5,1,3,0,2,4
53,0,0,0,9,2,41,8,1,2,3,0,1,3,2,3,0,0,2
49,1,6,2,22,1,59,1,2,1,1,1,2,5,1,2,1,2,4
30,0,5,1,19,2,37,1,3,1,1,0,0,3,2,4,1,1,4
56,1,6,5,35,0,29,2,3,1,3,0,2,5,1,5,0,0,4
57,2,4,0,15,2,38,8,1,0,0,0,0,1,1,3,0,2,1
56,0,1,3,6,0,38,14,1,0,3,0,0,2,0,3,0,0,1
49,3,5,3,10,1,21,2,2,1,0,0,1,2,2,1,2,1,1
27,0,4,1,21,1,34,12,1,1,1,1,1,4,0,2,2,2,2
40,1,5,1,12,1,48,8,5,0,3,1,1,1,2,1,2,0,4
53,2,1,6,21,1,46,6,1,1,0,0,1,2,2,3,1,0,0
49,1,2,0,8,1,32,14,4,1,1,0,0,4,0,4,1,0,3
59,2,6,2,24,1,54,1,2,2,1,0,1,4,1,2,2,0,2
35,0,3,6,30,0,37,10,2,2,0,1,1,2,2,5,1,2,4
54,2,6,5,17,2,29,10,3,0,0,0,2,3,0,2,0,0,2
24,1,2,4,30,1,23,13,3,1,0,1,0,2,2,1,2,1,1
47,0,0,3,3,2,28,12,1,1,1,0,1,5,1,2,0,0,3
34,3,4,3,33,2,30,5,3,0,3,1,0,5,2,2,1,2,3
36,0,1,5,14,0,29,8,2,1,3,0,2,2,2,2,1,0,0
60,0,0,6,34,2,54,4,4,0,2,0,1,1,0,1,1,1,0
26,0,0,4,1,1,36,12,1,2,3,1,2,2,2,3,1,2,5
54,1,4,1,22,0,36,4,2,2,0,0,0,1,0,2,0,0,1
41,3,1,6,10,2,46,8,4,2,0,0,0,1,1,2,1,1,4
58,1,5,5,2,1,30,1,5,0,0,1,0,5,1,1,1,1,4
34,3,4,6,22,2,46,0,3,2,3,1,0,2,1,4,1,0,1
57,1,1,1,21,2,20,11,4,0,3,0,0,5,0,3,1,1,4
58,2,4,3,5,1,45,12,3,2,0,0,2,3,1,3,2,0,1
27,0,4,4,30,1,37,0,1,0,1,0,2,2,1,4,0,0,5
56,1,4,3,9,2,36,12,5,0,0,0,0,4,0,2,0,2,5
27,2,1,3,4,2,60,15,2,2,0,0,0,4,1,4,0,2,4
31,1,3,3,32,1,27,13,1,0,2,1,0,2,1,5,2,1,2
60,1,3,5,28,2,47,1,3,1,2,1,2,4,1,2,0,1,5
27,2,0,0,2,2,46,15,2,0,0,0,1,2,2,3,2,0,5
42,2,6,2,2,1,58,12,1,1,2,0,2,5,0,3,1,2,0
22,2,1,6,1,1,33,8,3,0,0,1,0,5,0,3,1,2,4
47,0,0,1,25,0,27,2,4,1,0,1,1,4,1,1,0,0,5
50,0,6,4,11,0,56,10,1,1,2,1,2,4,1,1,2,1,1
43,0,2,5,21,0,32,15,4,0,2,1,0,4,0,1,1,2,3
37,1,0,5,34,1,31,13,2,2,1,1,1,5,0,2,2,2,4
43,2,1,2,35,0,47,10,2,2,1,0,0,5,1,2,1,0,2
43,3,5,3,29,1,35,8,1,2,3,1,2,3,1,2,2,2,3
45,3,3,0,28,1,52,3,1,2,2,1,2,4,0,2,1,2,5
44,0,6,1,7,1,57,3,5,0,2,1,0,2,1,2,1,1,0
34,1,5,6,4,0,57,8,3,0,0,0,2,4,2,2,1,1,3
29,0,0,5,25,0,38,14,1,0,2,0,0,4,0,4,2,2,4
54,1,3,4,16,2,22,10,2,0,2,0,0,1,1,5,1,1,1
36,3,0,1,23,1,50,15,3,2,2,0,2,4,1,2,0,2,5
46,3,0,6,22,2,28,2,4,1,2,1,0,3,2,3,2,1,4
31,0,2,0,14,0,22,8,4,0,0,0,2,4,0,1,0,0,2
46,2,3,0,3,2,24,2,1,2,3,1,2,1,2,3,0,1,3
38,3,5,2,18,1,32,13,3,0,0,0,0,2,1,3,1,2,4
25,0,3,1,27,2,41,8,1,2,2,1,0,5,0,3,0,0,1
50,0,5,3,6,1,21,8,4,2,0,0,0,4,2,5,0,0,0
58,3,6,3,2,0,53,9,3,2,1,0,1,2,1,1,2,1,4
47,3,6,2,19,1,60,0,4,2,1,1,1,4,1,5,1,2,2
27,3,3,3,7,0,56,11,1,1,2,1,2,3,0,4,2,2,3
24,2,0,4,11,0,34,4,5,0,3,0,0,4,0,1,1,1,0
38,2,6,6,33,0,26,11,1,0,2,0,1,2,2,2,1,2,0
38,1,5,5,22,2,29,0,4,1,2,0,2,5,2,1,1,0,1
22,1,2,3,16,1,36,15,1,2,1,1,0,5,0,5,2,0,5
40,1,1,4,8,0,25,11,1,1,0,1,1,4,0,1,0,2,1
39,3,3,0,20,1,31,1,2,2,2,0,1,1,1,1,1,1,3
43,3,3,0,12,0,38,2,2,0,2,0,1,5,1,3,2,1,4
44,0,3,3,12,2,41,13,4,0,2,1,0,2,2,4,1,2,3
47,3,6,1,33,0,34,13,4,2,3,0,2,3,1,5,1,1,2
35,2,6,3,24,1,29,5,4,1,2,1,1,5,2,3,2,2,1
23,3,0,0,28,2,45,1,1,0,1,1,0,5,0,4,2,1,4
27,3,6,0,6,0,60,10,2,2,2,1,0,5,2,5,1,2,5
47,3,6,2,12,0,48,11,3,1,0,1,1,5,0,4,0,1,2
39,1,0,0,3,1,23,4,1,2,1,0,1,5,1,5,2,1,1
39,2,0,2,3,0,60,15,2,0,0,1,2,3,2,1,1,0,5
59,1,5,4,6,1,37,5,1,0,0,1,1,4,1,5,2,0,4
52,0,0,1,34,1,34,4,5,1,3,1,1,1,0,2,1,2,3
29,1,4,2,23,2,54,9,1,2,2,0,0,5,2,3,0,2,5
51,0,4,2,32,2,29,15,4,2,0,0,0,1,2,5,1,0,2
23,0,5,4,10,2,36,1,5,0,0,0,2,1,1,3,1,2,5
24,2,0,2,30,0,54,9,4,0,3,0,0,4,1,1,0,1,3
41,3,5,0,18,1,55,14,5,0,1,1,0,2,0,2,0,0,4
52,3,0,6,16,0,56,4,3,0,3,0,0,4,2,4,0,1,4
52,2,2,0,3,0,48,2,1,2,2,1,2,1,1,4,2,1,0
37,3,5,3,21,0,52,4,2,2,1,1,2,2,1,5,2,0,4
57,2,2,6,8,1,49,9,3,1,2,1,2,3,1,2,0,0,0
51,2,1,0,6,2,26,14,4,0,2,1,1,3,2,2,0,1,5
45,3,3,6,25,2,21,15,4,2,2,1,1,3,0,4,2,2,5
53,3,6,6,22,0,20,10,5,1,0,1,1,5,1,3,1,2,4
26,0,4,1,1,0,27,3,3,1,3,0,2,3,0,4,1,1,4
52,3,5,2,25,1,54,1,4,0,2,1,1,1,2,2,2,0,0
39,2,6,0,12,1,23,9,5,1,0,0,1,1,0,3,1,0,2
47,1,6,5,19,2,53,9,3,2,2,0,1,1,2,2,1,1,4
32,3,6,0,21,1,57,1,1,0,0,1,0,4,2,1,2,0,1
29,0,6,0,28,0,41,2,5,1,0,1,2,3,1,3,2,2,5
40,0,6,6,2,2,20,12,1,0,3,0,1,4,2,5,1,0,5
44,0,2,3,9,0,35,3,2,1,0,0,2,5,0,2,2,1,0
53,1,4,3,10,1,57,8,2,2,2,1,0,1,1,1,0,2,4
23,0,3,4,20,0,50,10,4,1,1,1,2,3,0,2,1,2,4
36,2,0,5,26,2,24,13,4,1,1,1,1,1,0,1,2,2,3
39,0,5,6,9,2,25,14,5,1,0,0,1,4,2,5,0,0,5
59,0,4,1,2,1,35,0,5,0,2,0,2,2,2,3,1,2,1
37,0,0,0,25,0,37,1,2,0,2,1,1,5,1,3,1,1,3
30,2,2,1,4,0,51,1,3,1,3,1,0,2,2,5,2,1,1
24,0,6,4,3,1,47,10,2,2,1,1,2,5,0,2,1,2,4
47,3,2,3,15,2,28,10,3,2,3,1,2,3,2,5,0,0,2
59,2,6,3,7,0,33,3,3,2,1,0,1,3,0,3,2,0,3
37,2,0,2,29,0,31,9,3,2,2,1,1,3,2,3,0,0,1
57,2,4,1,5,2,32,2,4,2,2,1,1,4,2,4,2,0,4
30,0,3,0,9,1,38,10,3,1,0,1,0,1,0,3,0,2,0
39,2,4,1,24,0,49,4,1,2,1,0,1,2,2,2,0,1,3
34,0,5,2,28,2,59,6,4,2,3,0,2,5,1,2,0,0,2
48,0,4,0,13,1,46,10,3,2,0,0,0,2,2,1,1,1,2
58,1,6,3,27,1,31,8,4,2,0,0,1,4,2,4,1,2,1
46,1,4,6,29,2,22,8,4,1,0,0,0,2,0,1,2,0,4
28,0,6,5,15,0,41,1,1,2,3,0,1,5,0,3,1,2,1
23,0,2,0,22,1,47,9,4,2,0,1,2,3,2,3,1,2,2
54,3,2,0,32,1,44,2,1,0,0,1,0,3,1,3,0,2,1
43,0,0,4,18,2,50,2,5,1,3,0,0,2,2,3,2,0,5
41,0,5,6,25,0,55,7,1,0,2,1,2,3,0,2,1,0,0
43,0,4,3,30,1,54,2,5,1,0,0,2,5,1,1,2,1,3
36,1,0,2,1,2,27,13,5,1,3,1,2,5,0,5,1,2,5
58,1,2,3,12,2,45,12,2,0,2,0,1,4,0,2,0,2,5
23,2,0,1,4,0,48,8,2,0,3,1,0,1,1,2,1,0,2
38,0,4,3,27,2,58,9,5,0,0,1,0,1,1,4,0,2,4
35,2,4,4,28,0,20,3,4,0,1,1,0,4,1,1,1,2,3
51,2,0,6,19,1,49,15,1,0,0,0,0,3,1,5,2,2,4
28,1,2,4,15,0,36,12,5,2,3,1,0,4,1,3,0,1,2
42,0,0,2,30,0,33,5,5,2,3,0,2,5,1,2,0,1,2
56,3,4,4,11,0,40,2,1,0,2,1,0,2,1,1,1,0,1
49,0,6,1,35,2,20,12,3,1,1,1,1,3,2,2,2,1,1
45,3,1,6,31,0,28,12,4,2,3,1,0,2,0,5,2,1,4
37,1,3,0,14,1,28,11,5,0,2,0,2,1,1,2,2,2,5
23,2,4,6,9,1,31,1,1,2,3,0,0,5,1,2,2,1,3
37,0,1,2,27,1,45,11,3,0,1,1,2,1,1,2,0,1,4
59,1,1,3,8,1,34,11,5,2,2,1,1,1,0,2,2,0,1
50,2,2,3,14,0,31,15,3,1,2,1,1,2,0,1,2,1,1
46,3,1,5,14,0,55,10,1,1,3,1,1,2,1,1,0,2,5
54,1,1,3,20,0,35,12,4,1,2,0,2,5,0,4,2,1,1
38,0,4,2,10,1,24,11,5,2,2,0,0,3,2,2,0,0,4
55,1,5,3,17,0,60,3,3,2,2,0,1,1,0,5,2,1,3
49,3,5,1,17,2,20,4,3,1,3,1,2,2,0,2,1,2,3
41,2,3,2,19,1,28,9,4,2,3,1,2,3,1,3,1,1,2
22,0,4,6,31,1,26,8,2,1,1,1,0,5,2,4,1,0,3
52,3,6,1,35,1,27,15,1,1,1,0,0,1,1,5,1,1,1
28,2,4,5,28,0,32,1,1,0,0,0,0,1,0,5,1,1,2
50,2,6,6,20,1,20,10,1,1,0,0,0,5,2,4,2,0,1
35,2,2,3,6,2,43,2,3,2,3,0,2,3,1,1,2,1,3
33,0,6,2,6,2,49,7,4,0,3,0,2,3,2,1,2,1,5
47,0,4,5,9,1,48,9,3,2,3,1,1,3,0,3,2,1,2
51,3,5,6,26,1,28,6,2,0,0,1,0,1,1,5,2,0,1
57,2,0,2,13,1,25,6,4,1,3,0,1,3,2,1,2,2,2
59,1,0,2,10,0,40,1,3,0,3,1,2,5,2,5,1,1,2
25,1,1,2,34,1,52,11,5,2,1,0,2,3,0,1,1,1,4
42,0,4,3,18,2,22,10,3,0,2,0,0,2,1,4,1,0,1
34,1,6,6,31,1,28,10,1,1,3,0,1,4,1,3,0,2,3
33,2,0,5,4,0,49,0,1,0,3,1,1,3,1,3,0,1,2
23,0,1,3,24,1,49,12,2,1,2,0,2,2,0,4,0,2,3
23,0,4,2,31,2,57,12,5,2,0,0,1,3,0,2,0,0,0
54,3,1,1,2,2,21,5,4,0,3,1,1,5,2,4,0,1,5
34,2,6,1,25,2,52,6,3,2,2,0,2,3,1,4,1,1,5
54,0,1,6,24,2,40,9,1,2,0,0,2,3,2,5,2,1,0
43,3,5,1,14,0,46,15,1,2,3,0,0,5,1,3,2,2,4
53,2,2,4,34,0,48,8,2,2,2,1,2,2,1,4,0,0,1
59,0,4,4,12,1,47,12,2,1,3,1,0,2,1,5,0,1,1
33,2,0,4,29,1,48,0,4,1,2,0,1,3,0,2,0,0,5
58,1,1,1,11,1,51,0,2,0,1,0,2,2,2,5,1,2,4
36,3,4,5,3,1,21,4,3,1,0,1,0,5,2,5,1,1,4
27,2,3,0,8,0,60,6,2,0,3,1,1,1,2,4,1,0,2
32,2,5,3,7,0,27,11,3,0,3,1,2,4,2,2,1,1,4
40,2,3,5,12,2,51,8,4,1,1,1,1,3,0,4,2,2,4
59,2,1,2,6,0,29,9,1,2,0,1,2,2,0,5,0,1,4
55,0,1,3,33,0,39,7,4,1,2,1,2,4,2,5,2,0,2
24,2,3,4,18,2,53,11,2,2,3,0,2,2,1,4,1,0,4
50,0,4,5,30,0,27,12,4,0,3,0,1,1,0,3,1,2,3
49,2,3,6,21,2,46,2,5,2,2,0,2,3,2,2,1,1,4
46,3,2,5,26,1,42,5,1,0,1,0,0,1,1,1,0,2,2
27,3,4,4,22,1,51,6,1,0,1,1,2,3,2,5,2,1,0
47,0,0,5,35,0,22,3,2,1,1,0,2,1,0,1,0,1,2
47,0,4,6,8,0,40,13,3,2,3,0,2,5,0,5,0,0,2
41,3,0,4,21,1,35,6,1,2,3,1,2,3,2,4,2,0,3
30,0,6,3,12,0,33,9,3,2,2,0,0,5,0,3,1,1,1
27,0,0,6,25,2,45,15,4,2,1,1,2,3,2,2,1,1,3
48,1,0,0,30,1,37,3,1,1,3,0,2,1,2,1,2,1,2
28,1,3,2,13,2,41,6,1,1,2,0,0,5,1,3,1,2,0
25,0,5,1,29,1,52,13,2,1,1,0,2,3,0,1,1,2,5
31,3,0,2,28,2,54,4,5,0,1,0,2,4,0,3,2,0,3
30,1,5,0,12,2,52,15,5,0,3,1,0,4,0,2,1,1,4
30,2,2,2,13,2,32,8,3,2,2,0,0,1,0,4,0,1,5
55,0,5,2,5,0,44,13,1,2,3,0,1,3,1,3,2,1,0
43,0,0,6,18,0,57,12,4,1,3,0,2,1,2,2,2,2,1
44,0,3,4,31,0,43,10,2,2,0,1,0,1,2,3,1,0,4
54,2,5,6,19,1,54,13,5,2,1,1,1,5,1,5,0,1,2
53,3,1,1,32,1,43,2,4,2,2,0,1,5,2,2,2,1,5
53,2,6,0,25,0,32,6,3,2,1,1,1,5,1,2,0,1,1
23,0,3,5,34,2,58,8,4,2,2,1,1,4,2,3,0,1,0
50,0,0,2,27,1,45,1,1,1,0,0,2,3,2,1,0,0,0
42,1,5,2,7,0,49,14,2,0,1,1,2,3,0,2,0,2,4
47,2,6,4,24,2,26,6,2,1,2,1,1,4,1,5,2,0,5
37,3,5,6,1,0,39,3,5,2,2,0,1,2,1,1,1,2,5
40,2,0,1,17,1,28,4,2,0,2,1,2,4,1,1,2,0,5
43,3,4,6,32,2,53,2,2,1,0,1,2,4,0,5,2,2,1
33,2,2,5,5,1,22,5,3,0,0,1,1,4,2,4,2,2,4
53,3,6,2,5,0,57,14,3,2,1,1,2,4,0,2,2,2,3
39,0,3,0,29,1,57,8,3,1,3,0,2,3,1,3,1,2,2
44,2,0,1,3,0,59,0,2,0,1,1,0,1,0,5,1,2,5
41,1,1,1,16,1,32,3,4,0,2,0,0,1,0,1,2,1,0
49,1,1,5,6,1,54,3,1,2,3,1,2,1,1,2,1,1,3
27,2,2,0,10,0,59,4,3,0,0,0,1,5,0,2,0,0,4
36,0,1,6,34,1,20,4,4,0,3,1,1,3,0,1,0,1,5
26,2,0,5,1,2,52,2,2,2,0,0,1,1,0,5,2,0,2
36,2,1,1,9,1,33,10,3,2,0,0,1,1,0,1,0,1,0
